source,destination,pixels,fraction
20,20,60344.0,0.009960982410638957
20,21,78032.0,0.01288074008131677
20,56,11661.0,0.001924880947409202
20,94,4574.0,0.0007550300534645134
20,98,141.0,2.327486609936519e-05
20,99,27102.0,0.004473726390248194
20,105,22733.0,0.0037525356811125453
20,subducted,21329.0,0.003520777439952909
21,20,76434.0,0.012616958265523965
21,21,351794.0,0.05807062584794381
21,56,2364.0,0.0003902254146021228
21,94,100993.0,0.016670911716121905
21,98,67.0,1.1059688146506863e-05
21,99,63381.0,0.010462299916623157
21,105,20781.0,0.003430319095112823
21,subducted,41565.0,0.0068611334001426535
56,20,6494.0,0.001071964400349486
56,21,2193.0,0.0003619984493326799
56,56,3773.0,0.0006228090056234388
56,94,629.0,0.00010382901259929578
56,98,362.0,5.975532998560425e-05
56,99,6671.0,0.0011011817854529446
56,105,1234.0,0.0002036963458625294
56,subducted,2610.0,0.0004308326277967599
94,20,3952.0,0.0006523565306715691
94,21,54113.0,0.008932431413013819
94,56,51.0,8.41856858913209e-06
94,94,144223.0,0.02380688662020387
94,98,304.0,5.018127159012069e-05
94,99,38083.0,0.006286359756468968
94,105,5981.0,0.0009872835045411574
94,subducted,18671.0,0.0030820214534840245
99,20,25066.0,0.0041376439265722546
99,21,51891.0,0.008565645934483397
99,56,1277.0,0.0002107943546729741
99,94,46906.0,0.00774277212238882
99,98,143.0,2.3605006044037038e-05
99,99,2582794.0,0.42634173412938875
99,106,2876.0,0.00047474124043811553
99,105,13158.0,0.0021719906959960793
99,subducted,797003.0,0.1315612631616479
105,20,22749.0,0.00375517680066992
105,21,39899.0,0.006586126826231005
105,56,11128.0,0.001836898652154155
105,94,694.0,0.00011455856080113079
105,98,8190.0,0.0013519230734312122
105,99,22293.0,0.003679904893284739
105,106,2034.0,0.00033575232373126806
105,105,214462.0,0.03540123640710679
105,subducted,78683.0,0.012988200633307455
new_crust,20,17308.0,0.0028570310811901613
new_crust,21,37435.0,0.00617939441439529
new_crust,56,2075.0,0.00034252019259704093
new_crust,94,14388.0,0.002375026761969265
new_crust,98,4637.0,0.0007654294617216765
new_crust,99,816706.0,0.1348136368265826
new_crust,106,1976.0,0.00032617826533578453
new_crust,105,69627.0,0.011493326963833334
