source,destination,pixels,fraction
94,94,677701.0,0.10100732939221012
94,98,7340.0,0.001093983626612359
94,99,70917.0,0.01056975978861971
94,106,1672.0,0.0002492017198495728
94,105,72152.0,0.010753829240781325
94,subducted,72379.0,0.010787662249397265
98,94,1576.0,0.00023489348713093703
98,98,28450.0,0.004240304383804035
98,99,3723.0,0.0005548911501195929
98,106,4686.0,0.0006984206095784079
98,105,40143.0,0.0059830769377520335
98,subducted,33556.0,0.005001323511526474
99,94,162486.0,0.024217578140835933
99,98,8260.0,0.0012311041901659516
99,99,1927643.0,0.28730379835884573
99,106,79145.0,0.011796094567879448
99,105,18911.0,0.002818572801480425
99,subducted,1402622.0,0.2090525207528992
106,94,507.0,7.55653540452951e-05
106,98,6046.0,0.0009011205730924145
106,99,25255.0,0.003764108513636938
106,106,33647.0,0.005014886523791014
106,105,6161.0,0.0009182606435366136
106,subducted,33455.0,0.004986270058353742
105,94,15536.0,0.0023155489949658868
105,98,11315.0,0.0016864338876183707
105,99,4724.0,0.0007040842850295346
105,106,1724.0,0.0002569520125721672
105,105,275386.0,0.04104465599431486
105,subducted,69236.0,0.010319216671952763
new_crust,94,51996.0,0.007749696546231092
new_crust,98,19005.0,0.0028325829460174225
new_crust,99,1404781.0,0.2093743069449777
new_crust,106,46145.0,0.006877639570848406
new_crust,105,91143.0,0.013584325569527279
