source,destination,pixels,fraction
94,94,711435.0,0.11183992303326894
94,99,84242.0,0.013243119604979571
94,106,120.0,1.8864394869513407e-05
94,105,149931.0,0.02356964655984179
94,subducted,104433.0,0.01641721124506578
98,94,19140.0,0.003008870981687389
98,98,16427.0,0.0025823784543458064
98,99,10485.0,0.0016482765017237341
98,106,13202.0,0.0020753978422276336
98,105,31553.0,0.004960235427647971
98,subducted,26776.0,0.004209275308550759
99,94,213673.0,0.03359009870794615
99,98,5259.0,0.0008267321051564252
99,99,2222700.0,0.3494157539705621
99,106,3468.0,0.0005451810117289375
99,105,19126.0,0.0030066701356192787
99,subducted,979547.0,0.15398801167706042
106,94,4714.0,0.0007410563117907184
106,98,4183.0,0.0006575813644931215
106,99,87322.0,0.013727305739963749
106,106,53789.0,0.008455807796968806
106,105,17331.0,0.002724490229029474
106,subducted,115072.0,0.018089697053538724
105,94,65986.0,0.010373216332164264
105,98,8609.0,0.0013533631285970078
105,99,8408.0,0.0013217652671905728
105,106,1328.0,0.00020876596988928173
105,105,80883.0,0.012715073751923775
105,subducted,37186.0,0.005845761563481047
new_crust,94,108170.0,0.017004679941960546
new_crust,98,8004.0,0.0012582551377965444
new_crust,99,1053862.0,0.1656705742164595
new_crust,106,41827.0,0.0065753420350594775
new_crust,105,52999.0,0.008331617197411175
