source,destination,pixels,fraction
20,20,81326.0,0.013586858006925578
20,21,44510.0,0.00743613419925064
20,56,22450.0,0.0037506450858947843
20,94,2627.0,0.0004388839483583786
20,98,300.0,5.011997887609957e-05
20,99,21441.0,0.0035820748902748363
20,105,28715.0,0.004797317311423997
20,subducted,10978.0,0.001834057093672737
21,20,86240.0,0.01440782326091609
21,21,391665.0,0.0654341384216918
21,56,10070.0,0.0016823606242744088
21,94,49212.0,0.008221681334835373
21,98,339.0,5.663557612999251e-05
21,99,46899.0,0.007835256297700646
21,105,11533.0,0.001926779054593521
21,subducted,19214.0,0.0032100175804179237
56,20,13541.0,0.002262248779870881
56,21,5554.0,0.0009278878755928568
56,56,5526.0,0.0009232100108977541
56,94,583.0,9.739982561588683e-05
56,99,3059.0,0.0005110567179399619
56,105,1456.0,0.00024324896414533657
56,subducted,2610.0,0.0004360438162220663
94,20,8238.0,0.0013762946199376942
94,21,93085.0,0.015551394112272429
94,56,7274.0,0.001215242421149161
94,94,148015.0,0.024728362244486258
94,98,236.0,3.9427716715864995e-05
94,99,38058.0,0.006358220520221992
94,105,722.0,0.00012062208249514629
94,subducted,15520.0,0.002592873573856884
98,98,6454.0,0.0010782478122211554
98,99,245.0,4.093131608214798e-05
98,106,1290.0,0.00021551590916722816
98,105,3754.0,0.0006271680023362593
98,subducted,2101.0,0.00035100691872895067
99,20,18461.0,0.003084216433438914
99,21,40413.0,0.006751662354399373
99,56,6749.0,0.0011275324581159867
99,94,26225.0,0.004381321486752371
99,98,323.0,5.396251058993387e-05
99,99,2663106.0,0.4449160548827134
99,106,4190.0,0.0007000090383028573
99,105,5868.0,0.0009803467868165076
99,subducted,789743.0,0.13193967492515835
106,98,224.0,3.742291756082101e-05
106,99,1431.0,0.00023907229923899494
106,106,4432.0,0.0007404391545962443
106,105,51.0,8.520396408936927e-06
106,subducted,748.0,0.0001249658139977416
105,20,17529.0,0.002928510365730498
105,21,6082.0,0.0010160990384147919
105,56,24610.0,0.004111508933802702
105,94,3013.0,0.0005033716545122934
105,98,2217.0,0.0003703866438943758
105,99,10355.0,0.0017299746042067036
105,106,403.0,6.732783829022708e-05
105,105,236400.0,0.03949454335436646
105,subducted,46547.0,0.0077764488558193555
new_crust,20,10766.0,0.0017986389752669598
new_crust,21,20532.0,0.0034302113542802547
new_crust,56,4546.0,0.0007594847465691621
new_crust,94,13961.0,0.0023324167502974205
new_crust,98,1316.0,0.00021985964066982344
new_crust,99,793031.0,0.13248898989364039
new_crust,106,1399.0,0.00023372616815887766
new_crust,105,46126.0,0.007706113818796562
