source,destination,pixels,fraction
20,20,169019.0,0.028605930747580194
20,21,62728.0,0.010616515444619896
20,56,37051.0,0.006270764471027481
20,94,4893.0,0.0008281247619966387
20,98,2338.0,0.00039569909943759277
20,99,35230.0,0.0059625659851096635
20,106,192.0,3.2495392254926355e-05
20,105,29945.0,0.005068096463925883
20,subducted,8856.0,0.001498849967758478
21,20,48914.0,0.00827853967061181
21,21,304106.0,0.051468977901440796
21,56,4645.0,0.0007861515470006923
21,94,24707.0,0.004181581543971174
21,98,6735.0,0.0011398774314423385
21,99,80829.0,0.013680052398820012
21,106,1411.0,0.00023880728370677647
21,105,6657.0,0.0011266761783387746
21,subducted,9347.0,0.0015819501635770657
56,20,4442.0,0.000751794439564494
56,21,2728.0,0.00046170536495541195
56,56,13405.0,0.002268753818631707
56,94,828.0,0.00014013637909936989
56,98,287.0,4.857384154772845e-05
56,99,8997.0,0.0015227137714456896
56,105,25434.0,0.004304623992769775
56,subducted,2675.0,0.000452735282718375
94,20,2450.0,0.0004146547449196331
94,21,37886.0,0.006412085577969478
94,56,289.0,4.8912335217050605e-05
94,94,73815.0,0.012492955100507233
94,98,6551.0,0.0011087360138647008
94,99,37674.0,0.00637620524902133
94,106,5246.0,0.0008878688946319981
94,105,4497.0,0.0007611030154708532
94,subducted,5490.0,0.0009291651222893003
98,20,46.0,7.78535439440944e-06
98,21,576.0,9.748617676477905e-05
98,94,799.0,0.00013522822089419873
98,98,10942.0,0.00185189886486148
98,99,3967.0,0.0006714021931004835
98,106,13442.0,0.002275015951514167
98,105,11210.0,0.0018972570165506479
98,subducted,4808.0,0.0008137387810504475
99,20,21933.0,0.0037120908246213525
99,21,39871.0,0.0067480405447717115
99,56,6799.0,0.0011507092288606472
99,94,39107.0,0.00661873596309065
99,98,8149.0,0.0013791924556530982
99,99,2581629.0,0.43693253651923575
99,106,91716.0,0.015522642687775132
99,105,28794.0,0.004873293357230986
99,subducted,737688.0,0.12485135896745891
106,21,808.0,0.0001367514424061484
106,94,738.0,0.00012490416397987317
106,98,4970.0,0.0008411567682655415
106,99,23959.0,0.00405498491164469
106,106,52366.0,0.00886277974386184
106,105,1719.0,0.0002909353087823875
106,subducted,21396.0,0.0036212052744083556
105,20,6499.0,0.0010999351784623248
105,21,10498.0,0.0017767532702719626
105,56,1258.0,0.00021291251800363204
105,94,7668.0,0.0012977847281811213
105,98,19523.0,0.0033042059530881624
105,99,41485.0,0.007021204935914686
105,106,6049.0,0.001023774102864841
105,105,202747.0,0.03431428798702892
105,subducted,20094.0,0.003400845895679636
new_crust,20,6184.0,0.0010466224255440862
new_crust,21,12124.0,0.0020519486234308703
new_crust,56,2091.0,0.00035389513127630733
new_crust,94,9330.0,0.0015790729673878273
new_crust,98,5865.0,0.0009926326852872035
new_crust,99,737461.0,0.12481293993599085
new_crust,106,23544.0,0.0039847474752603435
new_crust,105,18381.0,0.003110926067905215
