source,destination,pixels,fraction
20,20,187758.0,0.03423719319129196
20,21,79614.0,0.014517410170173937
20,56,2644.0,0.00048212666729394193
20,94,1951.0,0.00035575988195555246
20,98,5.0,9.11737267953748e-07
20,99,10646.0,0.00194127099092712
20,105,11569.0,0.002109577690591382
20,subducted,9460.0,0.001725006910968491
21,20,69602.0,0.012691747464823353
21,21,381025.0,0.06947893850441536
21,56,758.0,0.00013821936982178818
21,94,53175.0,0.00969632584468811
21,98,1689.0,0.0003079848491147761
21,99,27715.0,0.005053759676267625
21,106,174.0,3.172845692479043e-05
21,105,17798.0,0.0032454199790081613
21,subducted,20048.0,0.003655701749587348
56,20,4097.0,0.000747077517361301
56,21,2629.0,0.0004793914554900807
56,56,2108.0,0.0003843884321693001
56,94,8.0,1.4587796287259967e-06
56,99,32.0,5.835118514903987e-06
56,105,204.0,3.7198880532512916e-05
56,subducted,340.0,6.199813422085486e-05
94,20,280.0,5.1057287005409885e-05
94,21,19610.0,0.0035758335649145995
94,94,73083.0,0.013326498950772751
94,98,472.0,8.60679980948338e-05
94,99,14945.0,0.0027251826939137525
94,106,300.0,5.470423607722488e-05
94,105,5861.0,0.0010687384254953834
94,subducted,6656.0,0.0012137046511000293
98,20,8.0,1.4587796287259967e-06
98,98,31913.0,0.005819254286441591
98,99,832.0,0.00015171308138750366
98,106,2626.0,0.0004788444131293084
98,105,18889.0,0.003444361050875669
98,subducted,6108.0,0.0011137782465322984
99,20,15007.0,0.002736488236036379
99,21,37403.0,0.006820341806654807
99,56,376.0,6.856264255012185e-05
99,94,22518.0,0.004106099959956499
99,98,3990.0,0.0007275663398270909
99,99,3021913.0,0.5510381405227829
99,106,24708.0,0.004505440883320241
99,105,15696.0,0.0028621256315604056
99,subducted,273185.0,0.04981458910918893
106,98,5600.0,0.0010211457401081976
106,99,12661.0,0.0023087011099124804
106,106,88061.0,0.016057699110655
106,105,2392.0,0.000436175108989073
106,subducted,21299.0,0.0038838184140293753
105,20,10515.0,0.0019173834745067318
105,21,3437.0,0.0006267281979914064
105,56,227.0,4.1392871965100154e-05
105,94,173.0,3.1546109471199676e-05
105,98,29385.0,0.005358279923764177
105,99,7153.0,0.0013043313355346317
105,106,1537.0,0.0002802680361689821
105,105,382504.0,0.06974863038827608
105,subducted,48764.0,0.008891991226899314
new_crust,20,8778.0,0.0016006459476196
new_crust,21,9786.0,0.0017844521808390754
new_crust,56,335.0,6.108639695290111e-05
new_crust,94,4991.0,0.0009100961408714312
new_crust,98,10853.0,0.0019790169138204053
new_crust,99,272846.0,0.04975277332242166
new_crust,106,30592.0,0.005578373300248211
new_crust,105,50719.0,0.009248480498669229
