source,destination,pixels,fraction
94,94,785960.0,0.12340642945676111
94,98,2.0,3.140272519129755e-07
94,99,145266.0,0.02280874138819515
94,105,29617.0,0.004650272559953298
94,subducted,40887.0,0.0064198161244829145
98,94,296.0,4.6476033283120373e-05
98,98,2252.0,0.00035359468565401045
98,99,1600.0,0.0002512218015303804
98,106,709.0,0.00011132266080314982
98,105,15725.0,0.00246903926816577
98,subducted,4657.0,0.0007312124560793635
99,94,119455.0,0.018756062688632245
99,98,4773.0,0.000749426036690316
99,99,2094209.0,0.32881934860071027
99,106,42313.0,0.006643717555096866
99,105,35366.0,0.005552943895577146
99,subducted,1021857.0,0.16044547277901872
106,94,700.0,0.00010990953816954142
106,98,3769.0,0.0005917843562300023
106,99,115550.0,0.01814292447927216
106,106,78292.0,0.01229291080338534
106,105,10377.0,0.0016293303965504735
106,subducted,143928.0,0.02259865715666537
105,94,25530.0,0.0040085578706691325
105,98,5673.0,0.000890738300051155
105,99,17585.0,0.002761084612444837
105,106,259.0,4.066652912273033e-05
105,105,290424.0,0.045600525304787
105,subducted,59369.0,0.00932174195941072
new_crust,94,31133.0,0.004888305216903333
new_crust,98,4316.0,0.0006776708096282012
new_crust,99,979316.0,0.15376595611720376
new_crust,106,215002.0,0.03375824360789678
new_crust,105,42707.0,0.0067055809237237226
