source,destination,pixels,fraction
94,94,777187.0,0.12132169175095481
94,98,531.0,8.289101377114775e-05
94,99,100358.0,0.015666245499142833
94,106,2248.0,0.000350920901991601
94,105,17220.0,0.0026881040624089723
94,subducted,47208.0,0.007369338941823621
98,94,1795.0,0.0002802059693393789
98,98,10016.0,0.0015635336985533254
98,99,1278.0,0.00019950040602547423
98,106,4883.0,0.0007622538987655639
98,105,3689.0,0.000575866195483548
98,subducted,6158.0,0.0009612859939787718
99,94,111855.0,0.01746096863535166
99,98,4521.0,0.0007057443940854218
99,99,2306155.0,0.3599991070873846
99,106,19458.0,0.0030374639283596854
99,105,20893.0,0.0032614726002270994
99,subducted,1152236.0,0.17986819236085158
106,94,174.0,2.7162027111449545e-05
106,98,1233.0,0.00019247574384147868
106,99,27750.0,0.0043318750134639355
106,106,11511.0,0.0017969085866660671
106,105,444.0,6.931000021542297e-05
106,subducted,26996.0,0.004214172895980988
105,94,68419.0,0.010680452488150955
105,98,33302.0,0.005198562223364901
105,99,25022.0,0.0039060243815097154
105,106,16256.0,0.002537620188067378
105,105,222558.0,0.03474210591879303
105,subducted,75228.0,0.011743361928391531
new_crust,94,58942.0,0.009201058632201489
new_crust,98,14216.0,0.0022191688357262457
new_crust,99,1173637.0,0.1832089655919558
new_crust,106,15961.0,0.002491569624861185
new_crust,105,46664.0,0.007284418581199319
