source,destination,pixels,fraction
94,94,704974.0,0.1094303405178683
94,98,6588.0,0.0010226293215518819
94,99,93561.0,0.01452310594318695
94,106,2409.0,0.00037393959253468175
94,105,60145.0,0.009336071728102299
94,subducted,61730.0,0.00958210504241009
98,94,8327.0,0.001292567449994311
98,98,30587.0,0.0047478996749100505
98,99,4646.0,0.0007211803017501584
98,106,9023.0,0.0014006047917976064
98,105,21506.0,0.003338291771295503
98,subducted,13229.0,0.0020534856245916586
99,94,88291.0,0.013705064576371767
99,98,3981.0,0.0006179549679869523
99,99,1943851.0,0.30173634324953663
99,106,146156.0,0.022687220874428787
99,105,13840.0,0.0021483287508011605
99,subducted,1036487.0,0.1608897992725175
106,94,1993.0,0.0003093655491579995
106,98,7868.0,0.0012213186857878275
106,99,35249.0,0.005471563593713158
106,106,200304.0,0.03109240188587252
106,105,3967.0,0.0006157818030656216
106,subducted,144307.0,0.02240020787874733
105,94,61546.0,0.009553543446301173
105,98,16395.0,0.002544931348944005
105,99,16999.0,0.0026386878926928418
105,106,5832.0,0.0009052784158000266
105,105,262857.0,0.040802257980443686
105,subducted,88288.0,0.013704598898174339
new_crust,94,58964.0,0.009152749744381477
new_crust,98,8302.0,0.0012886867983490776
new_crust,99,1029555.0,0.15981377218432724
new_crust,106,166980.0,0.025919648468842326
new_crust,105,83480.0,0.012958271973763069
