source,destination,pixels,fraction
20,20,90865.0,0.01396938557610398
20,21,130469.0,0.020058017572538493
20,56,3565.0,0.0005480752718737764
20,94,8897.0,0.0013678052437197722
20,98,1513.0,0.0002326052977124891
20,99,16484.0,0.0025342139639740052
20,105,26169.0,0.004023164597381446
20,subducted,23858.0,0.003667876531939567
21,20,79278.0,0.012188025639161078
21,21,165671.0,0.025469895755007126
21,56,3970.0,0.0006103390825635041
21,94,35683.0,0.005485826066275445
21,98,1354.0,0.00020816098684911448
21,99,55938.0,0.008599785289782693
21,106,1.0,1.5373780417216728e-07
21,105,75214.0,0.01156323520300539
21,subducted,53474.0,0.008220975340302472
56,20,1591.0,0.00024459684643791816
56,21,8947.0,0.0013754921339283806
56,56,384.0,5.903531680211223e-05
56,94,2735.0,0.0004204728944108775
56,98,401.0,6.164885947303907e-05
56,99,241.0,3.705081080549231e-05
56,105,546.0,8.394084107800333e-05
56,subducted,1884.0,0.00028964202306036314
94,20,8308.0,0.0012772536770623657
94,21,45325.0,0.006968165974103482
94,56,170.0,2.6135426709268437e-05
94,94,7438.0,0.0011435017874325802
94,98,1197.0,0.00018402415159408424
94,99,20666.0,0.003177145461022009
94,106,1.0,1.5373780417216728e-07
94,105,2326.0,0.0003575941325044611
94,subducted,9331.0,0.001434527450730493
98,98,3423.0,0.0005262445036813286
98,99,296.0,4.5506390034961517e-05
98,106,647.0,9.946835929939223e-05
98,105,806.0,0.00012391267016276684
98,subducted,622.0,9.562491419508804e-05
99,20,34920.0,0.005368524121692081
99,21,69646.0,0.010707223109374763
99,56,5044.0,0.0007754534842444118
99,94,12236.0,0.0018811357718506389
99,98,1812.0,0.0002785729011599671
99,99,2266230.0,0.3484052239490906
99,106,13326.0,0.0020487099783983013
99,105,16546.0,0.0025437457078326797
99,subducted,1074416.0,0.1651783566074433
106,21,79.0,1.2145286529601215e-05
106,98,716.0,0.00011007626778727178
106,99,2895.0,0.00044507094307842427
106,106,16661.0,0.002561425555312479
106,105,151.0,2.321440842999726e-05
106,subducted,3858.0,0.0005931204484962213
105,20,33070.0,0.0050841091839735715
105,21,103784.0,0.015955524268204208
105,56,2955.0,0.0004542952113287543
105,94,18244.0,0.00280479249931702
105,98,7598.0,0.001168099836100127
105,99,7632.0,0.0011733269214419806
105,106,1048.0,0.0001611172187724313
105,105,272006.0,0.04181760516165453
105,subducted,238962.0,0.036737493160589434
new_crust,20,20222.0,0.003108885875969567
new_crust,21,59222.0,0.00910466023868409
new_crust,56,683.0,0.00010500292024959024
new_crust,94,9998.0,0.0015370705661133285
new_crust,98,2732.0,0.000420011680998361
new_crust,99,1106959.0,0.17018144596861812
new_crust,106,3271.0,0.0005028763574471592
new_crust,105,207971.0,0.0319730048714898
