source,destination,pixels,fraction
20,20,122814.0,0.020902525343124857
20,21,110599.0,0.018823573863112234
20,56,5330.0,0.0009071478828053438
20,94,8164.0,0.0013894850497603803
20,98,6501.0,0.0011064481024610768
20,99,12559.0,0.00213749911072276
20,106,221.0,3.761344879924596e-05
20,105,26429.0,0.004498125965227473
20,subducted,21921.0,0.0037308796883632157
21,20,137467.0,0.023396416136135495
21,21,366473.0,0.06237245892219939
21,56,5828.0,0.0009919057900543234
21,94,29054.0,0.004944892042594082
21,98,6084.0,0.0010354761198851242
21,99,52473.0,0.008930726239107843
21,106,1663.0,0.0002830369472993033
21,105,15588.0,0.002653024614853602
21,subducted,30177.0,0.0051360228254065405
56,20,15085.0,0.0025674157246001147
56,21,9571.0,0.0016289516672288828
56,56,774.0,0.00013173216909781165
56,94,1457.0,0.00024797644751358084
56,98,5555.0,0.000945442118008196
56,99,2452.0,0.00041732206541063847
56,106,32.0,5.446291228850094e-06
56,105,13080.0,0.002226171539792476
56,subducted,6399.0,0.0010890880491691171
94,20,7659.0,0.0013035357663050897
94,21,90312.0,0.015370795420622177
94,56,84.0,1.4296514475731497e-05
94,94,97231.0,0.01654838570226011
94,98,687.0,0.00011692506481937545
94,99,30699.0,0.005224865451077157
94,106,684.0,0.00011641447501667076
94,105,352.0,5.9909203517351035e-05
94,subducted,12283.0,0.002090524848873928
99,20,25441.0,0.004329971723536726
99,21,45216.0,0.007695609506365182
99,56,2220.0,0.00037783645400147524
99,94,21111.0,0.003593020441632948
99,98,2342.0,0.00039860043931146626
99,99,2862582.0,0.48720172620200497
99,106,18507.0,0.0031498284928852716
99,105,13199.0,0.002246424935299762
99,subducted,676216.0,0.11508966467525297
105,20,11638.0,0.0019807480412924183
105,21,6269.0,0.0010669624910519136
105,56,301.0,5.1229176871371194e-05
105,94,7863.0,0.001338255872889009
105,98,20923.0,0.0035610234806634534
105,99,6405.0,0.0010901092287745266
105,106,3038.0,0.0005170572735389558
105,105,89361.0,0.015208938453164789
105,subducted,30386.0,0.005171593914994967
new_crust,20,22372.0,0.003807638355369822
new_crust,21,29690.0,0.005053137080767478
new_crust,56,2168.0,0.00036898623075459384
new_crust,94,12215.0,0.002078951480012622
new_crust,98,7176.0,0.0012213308080696336
new_crust,99,672491.0,0.11445568233689464
new_crust,106,5787.0,0.0009849277294173592
new_crust,105,26900.0,0.00457828856425211
