source_code,20,21,56,94,98,99,105,106,off_grid,unmapped_plate
20,705898,20040,9710,21886,2501,48200,33443,343,44,0
21,24026,10340,0,4428,0,395,0,0,0,0
56,11225,0,477,238,482,2155,8767,0,1,0
94,43627,3583,0,25582,12,15554,2546,75,156,1
98,33,0,0,9,31797,380,7165,4165,0,0
99,122721,2487,1244,34873,8097,3319734,48974,12970,1485,62
105,2284,0,630,929,9212,17326,392198,894,119,0
106,687,0,0,386,6148,4085,1464,69402,481,0
