source_code,94,98,99,106,105,subducted
94,830933,706,144183,769,74600,71927
98,1806,2522,2354,1906,20356,13538
99,93744,1198,1927381,108071,12141,1324295
106,1360,616,2559,622,4936,103641
105,28335,13700,18643,3135,234083,52465
new_crust,45554,6497,1222954,238258,54254,0
