source_code,20,21,56,94,98,99,106,105,subducted
94,217512,354008,34337,86204,127,68072,2,9604,29682
98,3913,24266,2435,3631,12750,19075,1705,53386,12552
99,21693,39156,1767,11200,51,1889716,417,5223,806721
106,1502,5846,148,5321,2506,471160,43623,13057,327331
105,35500,38327,9496,3900,5977,11289,261,340674,67018
new_crust,10036,13563,1782,5694,1459,1132871,8809,75125,0
