source_code,20,21,56,94,98,99,105,106,off_grid,unmapped_plate
20,581760,18749,12231,39491,1290,81879,6493,164,0,5
21,6399,17682,0,10825,0,1635,0,0,0,0
56,39728,0,30821,1407,0,6377,705,0,0,0
94,15637,8829,139,76145,503,32237,447,585,91,1
98,2338,0,313,3651,17981,4666,5111,7358,0,4
99,167043,106,9862,84634,6217,3303107,45554,13715,1447,212
105,65128,0,18777,5795,5677,57150,163605,5642,0,1
106,709,0,0,1071,3274,12142,16550,77076,0,5
