source_code,20,21,56,94,98,99,105,106,off_grid,unmapped_plate
20,690978,23789,2379,25280,229,50160,40086,382,11,3
21,24441,6308,0,4958,0,784,0,0,0,0
56,4948,0,624,193,0,716,4862,0,0,0
94,31016,4868,117,23133,469,20193,4701,232,49,0
98,147,0,0,484,39200,826,6132,3725,0,0
99,125948,2553,585,30998,6161,3266101,72872,11662,1089,67
105,2995,0,31,41,10207,17556,437670,715,516,0
106,0,0,0,18,6571,927,302,86168,0,0
