source_code,94,98,99,106,105,subducted
94,830241,4598,92094,5809,33070,52560
98,2456,23126,2034,13728,12480,9855
99,127542,3689,2374901,14138,6576,1107108
106,101,1568,3871,43550,673,20329
105,28591,18849,19255,8576,189230,45906
new_crust,62957,9024,1104775,19284,41390,0
