source_code,94,98,99,106,105,subducted
94,677701,7340,70917,1672,72152,72379
98,1576,28450,3723,4686,40143,33556
99,162486,8260,1927643,79145,18911,1402622
106,507,6046,25255,33647,6161,33455
105,15536,11315,4724,1724,275386,69236
new_crust,51996,19005,1404781,46145,91143,0
