source_code,20,21,56,94,98,99,105,106,off_grid,unmapped_plate
20,689353,7874,1628,62809,63,47882,10457,2,0,0
21,20858,4551,0,10076,0,1552,0,0,0,0
56,2819,0,350,0,0,0,14,0,0,0
94,42993,3789,58,18558,360,12235,2095,228,0,0
98,102,0,0,0,40767,1099,3672,12586,25,0
99,247857,2089,1630,42787,19581,3070659,54537,27126,138,67
105,31871,0,1631,8038,23765,17904,435660,5627,0,2
106,34,0,0,62,4442,7737,1647,93910,520,0
