source_code,94,98,99,106,105,subducted
94,777187,531,100358,2248,17220,47208
98,1795,10016,1278,4883,3689,6158
99,111855,4521,2306155,19458,20893,1152236
106,174,1233,27750,11511,444,26996
105,68419,33302,25022,16256,222558,75228
new_crust,58942,14216,1173637,15961,46664,0
