source_code,20,21,56,94,98,99,105,106,off_grid,unmapped_plate
20,710199,12511,11918,39124,14623,68178,48345,2168,0,0
21,42933,6688,25,1411,0,1222,0,0,0,0
56,27453,0,830,1746,6384,2848,15105,39,0,0
94,76701,25795,211,102359,903,32748,400,874,0,0
99,184854,2335,9108,50221,5464,3356179,28413,30260,0,11
105,20515,0,323,9736,24367,7809,109685,3749,1406,0
