source_code,20,21,56,94,98,99,105,106,off_grid,unmapped_plate
20,351786,14484,27934,31017,1655,55063,43530,1383,0,84
21,6121,4763,0,7174,0,1119,0,0,0,0
56,18326,0,12977,290,0,5195,4621,0,0,1
94,53048,2790,3989,43122,3410,44916,15664,2278,0,4
98,547,0,0,1018,17914,2433,16951,4809,0,0
99,367179,15300,40169,74179,10318,3245650,161685,37763,3631,190
105,10415,0,10773,876,3634,9995,109644,1610,0,15
106,2797,0,0,667,13749,66625,27735,81976,1169,16
