source_code,94,98,99,106,105,subducted
94,736639,2498,74860,1290,16270,78245
98,7080,32386,2291,4753,14960,17374
99,73824,7377,2100155,128225,25144,1101359
106,675,4781,13247,71812,3157,72583
105,55273,24501,8602,4401,317589,93530
new_crust,55928,15927,1033712,184916,75903,0
