source_code,94,98,99,106,105,subducted
94,624205,16049,96728,3385,130816,52912
98,38,39866,100,11278,11903,10536
99,114777,8595,1831964,210638,13718,942845
106,933,15397,11286,345701,4987,150934
105,26293,41772,11638,10640,294362,60920
new_crust,33302,12034,824257,293407,58107,0
