source_code,20,21,56,94,98,99,106,105,subducted
20,158341,134819,12347,7256,2,28353,31,58762,27349
21,86623,266458,2799,64087,3021,38388,93,4967,29945
56,5640,10097,4938,0,0,593,0,12303,4099
94,3142,47641,104,87936,210,18302,103,1227,5671
98,0,0,0,0,5282,3240,2505,5006,3566
99,23674,58223,2651,9720,7853,2549326,58828,20471,671446
106,0,0,0,176,2049,16448,48017,2443,29132
105,32832,47188,1646,2368,41145,24098,5654,213381,80503
new_crust,22154,35316,3011,7357,14311,677206,27355,68659,0
