source_code,20,21,56,94,98,99,105,106,off_grid,unmapped_plate
20,581030,23512,10263,42807,671,59923,74002,401,140,2
21,29067,14600,0,2462,0,870,57,0,0,0
56,28878,23,7142,1725,0,2847,7284,0,0,0
94,82377,15721,441,44055,3306,29733,7404,632,997,2
98,691,0,0,1292,22382,2804,18515,3435,0,2
99,187583,2227,3348,38644,7131,3297784,76202,11005,1023,120
105,7747,0,1,498,12376,5817,207435,3110,448,0
106,233,0,0,1749,12194,24061,8942,66368,631,4
