source_code,20,21,56,94,98,99,105,106,off_grid,unmapped_plate
20,499305,12948,10991,44058,963,52785,110381,21,0,0
21,12426,457,0,0,0,1064,3408,0,0,0
56,18506,73,2642,1911,0,1713,5127,0,0,0
94,69080,157,446,11216,124,19330,6929,7,0,0
98,0,0,0,0,1653,232,12812,8,0,0
99,384609,18886,4569,87848,1603,3013921,51298,18882,0,32
105,63554,3335,1140,10356,1313,2868,509227,17,1567,0
106,85,0,0,21,125,8993,7748,5406,0,0
