source_code,20,21,56,94,98,99,105,106,off_grid,unmapped_plate
20,540363,7771,34664,47269,862,69157,44774,0,185,0
21,64888,8911,0,6900,0,1960,0,0,0,0
56,20909,0,5939,626,0,3281,1574,0,0,0
94,74416,31121,7896,154805,302,41745,863,0,1259,0
98,0,0,0,0,7117,255,5038,1434,0,0
99,133535,2289,23412,64386,744,3311908,12948,5856,1942,10
105,26342,0,26813,4841,2537,11593,274582,448,820,0
106,0,0,0,0,263,1481,55,5087,0,0
