source_code,20,21,56,94,98,99,105,106,off_grid,unmapped_plate
20,573183,19494,17562,58479,119,111776,7961,59,0,0
21,26697,9290,0,11519,0,1803,0,0,0,0
56,46571,0,17101,445,0,6145,10963,0,0,0
94,39920,13215,640,147083,59,40064,1868,183,604,0
98,3195,0,0,1235,333,4243,779,1532,92,0
99,155620,6807,21857,76129,68,3296490,16564,2885,1203,2
105,71742,0,20229,4392,7173,15786,209927,4534,842,0
106,44,0,0,97,0,7709,1571,2293,0,0
