source_code,20,21,56,94,98,99,105,106,off_grid,unmapped_plate
94,581636,10775,35810,88944,140,71711,10530,2,0,0
98,30210,18,2567,4091,13551,21201,60270,1805,0,0
99,267522,230,16382,29689,54,2451779,9849,439,15,14
105,75583,2164,10096,4407,6311,12884,400727,270,1451,0
106,36052,2042,3614,17720,2695,741355,20304,46712,4550,5
