source_code,20,21,56,94,98,99,105,106,off_grid,unmapped_plate
20,483961,52399,11183,168312,0,66619,29207,26,0,0
21,4670,7698,0,25618,0,646,1058,0,0,0
56,9040,0,4647,164,0,625,2295,0,0,0
94,24181,1757,1282,55598,0,12312,101,0,0,0
98,0,0,0,0,0,389,20357,0,0,0
99,307041,12626,7176,54783,2,3043848,48417,1858,1555,35
105,112026,2000,1006,409,623,12338,471516,257,1560,0
106,0,0,0,0,0,13270,21685,0,0,0
