source_code,20,21,56,94,98,99,106,105,subducted
20,147237,93248,4215,1094,0,8461,1,11534,6152
21,82075,404476,1742,64631,937,21284,41,11514,19966
56,1649,333,1369,0,0,10,0,556,132
94,12412,44206,41,37801,1738,12469,58,5102,2710
98,0,343,0,554,52682,1263,5582,9464,2659
99,12887,43789,306,14128,487,3059626,7111,8867,259196
106,16,16,0,522,3047,22070,110512,804,6131
105,4984,21063,251,5538,15784,10784,804,397077,19302
new_crust,3208,12590,49,2815,2463,266525,9948,19983,0
