source_code,20,21,56,94,98,99,106,105,subducted
20,125058,107865,783,6624,0,8362,0,4982,7833
21,91031,366611,815,58516,63,36001,2,5303,37256
56,2543,215,343,0,0,0,0,14,68
94,5423,39891,53,18039,355,11842,221,2084,2408
98,47,55,0,0,39584,1069,12117,3586,1768
99,29436,59702,444,22447,3671,2778238,20389,20465,531474
106,0,34,0,62,4298,7189,90208,1506,4535
105,15320,15449,1540,7571,22733,16879,5467,425179,14358
new_crust,3084,16844,71,3278,1843,547224,15094,13014,0
