source_code,94,98,99,106,105,subducted
94,711435,0,84242,120,149931,104433
98,19140,16427,10485,13202,31553,26776
99,213673,5259,2222700,3468,19126,979547
106,4714,4183,87322,53789,17331,115072
105,65986,8609,8408,1328,80883,37186
new_crust,108170,8004,1053862,41827,52999,0
