source_code,20,21,56,94,98,99,105,106,off_grid,unmapped_plate
20,740574,29385,9373,26358,60,55146,25407,2,0,0
21,33024,40720,0,15498,0,185,0,0,0,0
56,6356,0,5391,186,0,4537,2322,0,0,0
94,30042,6470,1543,52251,50,8375,2618,21,0,0
98,488,0,0,2911,0,1530,20581,0,0,0
99,282069,20344,15708,71296,1324,3065445,91778,4566,1558,25
105,22723,0,2792,1712,5120,16270,284470,447,1545,1
106,257,0,0,1838,404,51032,19531,14515,0,2
