source_code,20,21,56,94,98,99,105,106,off_grid,unmapped_plate
20,516641,7932,18351,38950,0,115026,55288,0,0,0
21,9024,985,0,2820,0,305,0,0,0,0
56,24526,0,4506,26,0,4601,16306,0,0,0
94,50975,7601,259,37597,0,16776,2742,0,0,0
98,3876,0,0,1679,4907,914,11168,326,0,0
99,435680,6317,22913,61968,2532,2991310,63987,5909,1558,9
105,20521,0,1014,97,5906,13006,454909,37,1579,0
106,1395,0,0,1044,3416,29282,2822,16858,0,0
