source_code,94,98,99,106,105,subducted
94,704974,6588,93561,2409,60145,61730
98,8327,30587,4646,9023,21506,13229
99,88291,3981,1943851,146156,13840,1036487
106,1993,7868,35249,200304,3967,144307
105,61546,16395,16999,5832,262857,88288
new_crust,58964,8302,1029555,166980,83480,0
