source_code,20,21,56,94,98,99,105,106,off_grid,unmapped_plate
20,600386,26160,43276,57935,1982,145360,33902,388,100,0
21,12961,2744,0,4093,0,2861,0,0,0,0
56,12608,0,346,1333,0,6068,7141,0,0,0
94,59008,15398,2184,74425,0,27407,396,78,4,0
98,5102,0,32,4587,9498,10984,35630,8040,0,0
99,51566,2648,6443,38098,3708,3180471,30733,39139,3130,18
105,71773,0,6351,10003,26419,48105,211030,11959,1579,0
106,934,0,315,1904,4194,80454,15651,38872,262,0
