source_code,20,21,56,94,99,105,subducted
20,102532,52854,9976,2660,23503,4340,15190
21,74580,369208,4098,55562,73249,3750,16116
56,7502,3183,1041,2024,4774,775,1226
94,5505,94028,0,147126,19340,33,3826
98,0,0,0,0,125,478,29
99,17141,34019,1167,45112,2711105,16901,610998
106,0,0,0,0,2045,32,63
105,57159,37230,4492,2717,50086,353937,52868
new_crust,9574,18845,1279,5018,616198,51873,0
