source_code,20,21,56,94,98,99,105,106,off_grid,unmapped_plate
20,353444,14013,17022,54549,594,255466,4726,31,0,0
21,13607,1546,0,4072,0,11742,0,0,0,0
56,19293,0,11314,1107,0,29708,4114,2,0,0
94,35827,2833,1356,53447,675,66399,1011,333,4,0
98,5881,0,0,6583,21499,6019,1403,23919,49,7
99,111840,986,10542,68864,2119,3311252,28683,15678,1095,172
105,43199,0,7809,16249,15749,113510,119074,13439,355,0
106,1209,0,0,2659,8095,25919,341,154348,1328,67
