source_code,20,21,56,94,98,99,106,105,subducted
20,115815,56603,8358,9703,0,31987,8,3208,10419
21,84165,354324,7884,58730,1,77706,17,3611,15403
56,34242,9041,15764,430,0,5667,0,10042,6039
94,2257,49761,627,142061,6,36082,46,1232,10960
98,421,2587,0,820,129,3988,1124,481,1767
99,21377,42221,7054,32281,53,2681378,2060,6505,783491
106,0,43,0,24,0,6475,1865,319,2988
105,47012,19123,18488,2439,5799,14501,3468,177030,45923
new_crust,15133,14118,3690,10464,1689,794255,2892,37492,0
