source_code,94,98,99,106,105,subducted
94,784313,2656,73083,469,61984,40569
98,2110,543,4996,1640,5305,6191
99,116517,2446,2346661,10229,31014,846514
106,1439,294,127934,28045,7110,170162
105,12049,16821,22563,12714,279896,78652
new_crust,28324,5681,1039924,15011,56405,0
