source_code,20,21,56,94,98,99,106,105,subducted
20,171613,97097,690,530,0,13574,0,21195,4448
21,65440,397387,1670,29189,229,34449,345,18114,13804
56,3723,1010,616,193,0,716,0,4716,369
94,1608,33451,117,22454,462,19383,224,4450,2580
98,37,110,0,484,37819,778,3640,5834,1812
99,13992,55308,14,25064,959,3058588,10723,28805,323427
106,0,0,0,18,6251,906,79097,298,7416
105,2277,663,31,37,9660,16976,677,420990,17904
new_crust,2817,10572,45,2347,2871,321101,13646,20096,0
