source_code,20,21,56,94,98,99,105,106,off_grid,unmapped_plate
20,549109,7537,42946,25401,9663,117995,38952,1711,546,6
21,27810,10129,0,4779,0,1571,0,0,0,0
56,7396,0,13903,909,307,9514,26767,0,0,0
94,28240,12895,304,75849,7143,38827,4795,5845,157,0
98,673,0,0,903,12169,4895,12270,14880,328,0
99,113626,838,16419,86358,17603,3147115,67329,106398,1435,53
105,17831,0,1317,9148,21247,45290,214395,6593,1055,0
106,824,0,0,1027,6267,28949,2615,66274,1046,0
