source_code,94,98,99,106,105,subducted
94,785960,2,145266,0,29617,40887
98,296,2252,1600,709,15725,4657
99,119455,4773,2094209,42313,35366,1021857
106,700,3769,115550,78292,10377,143928
105,25530,5673,17585,259,290424,59369
new_crust,31133,4316,979316,215002,42707,0
