source_code,20,21,56,94,98,99,105,106,off_grid,unmapped_plate
20,677376,15223,15462,22816,181,32367,42013,65,33,4
21,37120,14558,0,3089,0,786,0,0,0,0
56,11656,0,2538,246,0,897,3563,0,0,0
94,41433,8098,330,43508,562,22795,8359,384,328,2
98,0,0,0,0,26467,328,17567,6926,0,0
99,188917,2938,3109,31194,12368,3301182,60565,10099,1046,116
105,7707,0,2813,221,9469,11018,311373,1810,240,0
106,36,0,0,0,7931,5635,10940,59530,839,0
